id,course_id,teacher_id,class_id,department,classroom_id,school_year,semester,week,jieci,biweekly,starting_and_ending_weeks,num_of_class
(2020-2021-1)-0902140011-0000522-1,0902140011,0000522,2020010170,,0201514,2020-2021,1,星期二,"第3,4节",,3—12,42
(2020-2021-1)-1106240022-0001189-1,1106240022,0001189,2019010186,,0200003,2020-2021,1,星期二,"第3,4节",,1—16,29
(2020-2021-1)-0106141051-0000040-1,0106141051,0000040,2020010130,,0201301,2020-2021,1,星期二,"第3,4节",,3—18,54
(2020-2021-1)-1704140031-0000866-1,1704140031,0000866,2018010203,,0203103,2020-2021,1,星期二,"第3,4节",,1—8,60
(2020-2021-1)-1704140031-0000866-2,1704140031,0000866,2018010204,,0203103,2020-2021,1,星期二,"第3,4节",,1—8,60
(2020-2021-1)-0306142031-0001410-5,0306142031,0001410,2019010179,,0201306,2020-2021,1,星期二,"第3,4节",,1—6,31
(2020-2021-1)-0306243171-0001035-6,0306243171,0001035,2018010139,,0204307,2020-2021,1,星期二,"第3,4节",,16—19,25
(2020-2021-1)-0306243171-0000616-6,0306243171,0000616,2018010140,,0204309,2020-2021,1,星期二,"第3,4节",,16—19,22
(2020-2021-1)-0306243171-0001198-6,0306243171,0001255,2018010137,,0204308,2020-2021,1,星期二,"第3,4节",,16—19,28
(2020-2021-1)-0306243171-0001061-6,0306243171,0001061,2018010138,,0202209,2020-2021,1,星期二,"第3,4节",,16—19,26
(2020-2021-1)-1505006210-0000149-6,1505006210,0000149,2017010123,,0210503,2020-2021,1,星期二,"第3,4节",,8—11,29
(2020-2021-1)-1505006210-0002372-6,1505006210,0002372,2017010121,,0210501,2020-2021,1,星期二,"第3,4节",,8—11,26
(2020-2021-1)-1505006210-0001061-6,1505006210,0001061,2017010120,,0210504,2020-2021,1,星期二,"第3,4节",,8—11,28
(2020-2021-1)-1505006210-0000942-6,1505006210,0000942,2017010122,,0210502,2020-2021,1,星期二,"第3,4节",,8—11,27
(2020-2021-1)-1703141321-0002159-1,1703141321,0002159,2018010219,,0201403,2020-2021,1,星期二,"第3,4节",,2—17,88
(2020-2021-1)-1703141321-0002159-2,1703141321,0002159,2018010220,,0201403,2020-2021,1,星期二,"第3,4节",,2—17,88
(2020-2021-1)-0306242151-0001195-21,0306242151,0001195,2018010195,,0211513,2020-2021,1,星期二,"第3,4节",单,3—3,27
(2020-2021-1)-0306242151-0001195-22,0306242151,0001195,2018010195,,0211513,2020-2021,1,星期二,"第3,4节",单,5—7,27
(2020-2021-1)-0306242151-0001195-23,0306242151,0001195,2018010195,,0211513,2020-2021,1,星期二,"第3,4节",单,3—7,27
(2020-2021-1)-0306242151-0000941-6,0306242151,0000941,2018010193,,0201203,2020-2021,1,星期二,"第3,4节",,12—15,27
(2020-2021-1)-0306242151-0001195-24,0306242151,0001195,2018010194,,0211507,2020-2021,1,星期二,"第3,4节",,14—17,27
(2020-2021-1)-1515106006-0002365-2,1515106006,0002365,2017010112,,0203305,2020-2021,1,星期二,"第3,4节",,1—8,37
(2020-2021-1)-0401140061-0001115-22,0401140061,0001115,2020010152,,0203101,2020-2021,1,星期二,"第3,4节",,11—14,51
(2020-2021-1)-0401140061-0001115-23,0401140061,0001115,2020010110,,0201401,2020-2021,1,星期二,"第3,4节",,15—18,85
(2020-2021-1)-0401140061-0001115-24,0401140061,0001115,2020010209,,0201401,2020-2021,1,星期二,"第3,4节",,15—18,85
(2020-2021-1)-0401140061-0001300-24,0401140061,0001300,2020010191,,0202301,2020-2021,1,星期二,"第3,4节",,15—18,88
(2020-2021-1)-0401140061-0001300-25,0401140061,0001300,2020010192,,0202301,2020-2021,1,星期二,"第3,4节",,15—18,88
(2020-2021-1)-0401140061-0001300-26,0401140061,0001300,2020010147,,0208506,2020-2021,1,星期二,"第3,4节",,3—6,107
(2020-2021-1)-0401140061-0001300-27,0401140061,0001300,2020010148,,0208506,2020-2021,1,星期二,"第3,4节",,3—6,107
(2020-2021-1)-0401140061-0000320-4,0401140061,0002109,2020010145,,0208516,2020-2021,1,星期二,"第3,4节",,5—8,103
(2020-2021-1)-0401140061-0000320-5,0401140061,0002109,2020010146,,0208516,2020-2021,1,星期二,"第3,4节",,5—8,103
(2020-2021-1)-0401140061-0001942-5,0401140061,0001963,2020010116,,0201401,2020-2021,1,星期二,"第3,4节",,6—9,81
(2020-2021-1)-0401140061-0001942-6,0401140061,0001963,2020010117,,0201401,2020-2021,1,星期二,"第3,4节",,6—9,81
(2020-2021-1)-0401140061-0000674-3,0401140061,0000674,2020010201,,0202312,2020-2021,1,星期二,"第3,4节",,7—10,60
(2020-2021-1)-0401140061-0001300-28,0401140061,0001300,2020010187,,0208512,2020-2021,1,星期二,"第3,4节",,7—10,107
(2020-2021-1)-0401140061-0001300-29,0401140061,0001300,2020010188,,0208512,2020-2021,1,星期二,"第3,4节",,7—10,107
(2020-2021-1)-0401140081-0000674-7,0401140081,0000674,2019010199,,0208418,2020-2021,1,星期二,"第3,4节",,3—6,86
(2020-2021-1)-0401140081-0000674-8,0401140081,0000674,2019010200,,0208418,2020-2021,1,星期二,"第3,4节",,3—6,86
(2020-2021-1)-0401140081-0001299-7,0401140081,0001299,2019010116,,0208416,2020-2021,1,星期二,"第3,4节",,3—6,89
(2020-2021-1)-0401140081-0001299-8,0401140081,0001299,2019010117,,0208416,2020-2021,1,星期二,"第3,4节",,3—6,89
(2020-2021-1)-0401140081-0000827-8,0401140081,0000827,2019010147,,0201303,2020-2021,1,星期二,"第3,4节",,5—8,49
(2020-2021-1)-0401140081-0000979-3,0401140081,0000979,2019010184,,0209527A,2020-2021,1,星期二,"第3,4节",,5—8,54
(2020-2021-1)-0401140081-0002181-3,0401140081,0002181,2019010107,,0201309,2020-2021,1,星期二,"第3,4节",,6—9,64
(2020-2021-1)-0401140081-0002181-4,0401140081,0002181,2019010108,,0201309,2020-2021,1,星期二,"第3,4节",,6—9,64
(2020-2021-1)-0401140081-0001052-5,0401140081,0002161,2019010176,,0208418,2020-2021,1,星期二,"第3,4节",,8—11,87
(2020-2021-1)-0401140081-0001052-6,0401140081,0002161,2019010177,,0208418,2020-2021,1,星期二,"第3,4节",,8—11,87
(2020-2021-1)-0401140081-0001052-7,0401140081,0001695,2019010176,,0208418,2020-2021,1,星期二,"第3,4节",,8—11,87
(2020-2021-1)-0401140081-0001052-8,0401140081,0001695,2019010177,,0208418,2020-2021,1,星期二,"第3,4节",,8—11,87
(2020-2021-1)-0401140081-0002105-4,0401140081,0002105,2019010123,,0208416,2020-2021,1,星期二,"第3,4节",,8—11,112
(2020-2021-1)-0401140081-0002105-5,0401140081,0002105,2019010124,,0208416,2020-2021,1,星期二,"第3,4节",,8—11,112
(2020-2021-1)-0401140081-0001245-3,0401140081,0001245,2019010223,,0201306,2020-2021,1,星期二,"第3,4节",,8—11,50
(2020-2021-1)-0401140081-0000827-9,0401140081,0000827,2019010151,,0208405,2020-2021,1,星期二,"第3,4节",,9—12,58
(2020-2021-1)-0401140081-0000827-10,0401140081,0000827,2019010152,,0208405,2020-2021,1,星期二,"第3,4节",,9—12,58
(2020-2021-1)-1003140141-0001205-2,1003140141,0001205,2018010148,,0201506,2020-2021,1,星期二,"第3,4节",,1—8,45
(2020-2021-1)-1702241131-0000404-2,1702241131,0000404,2020010197,,0201609,2020-2021,1,星期二,"第3,4节",,3—18,47
(2020-2021-1)-0306242141-0000147-6,0306242141,0000147,2018010193,,0204309,2020-2021,1,星期二,"第3,4节",,1—2,27
(2020-2021-1)-0306242141-0001039-6,0306242141,0001039,2018010194,,0210508,2020-2021,1,星期二,"第3,4节",,1—2,27
(2020-2021-1)-0306242141-0000153-6,0306242141,0000153,2018010195,,0201212,2020-2021,1,星期二,"第3,4节",,1—2,27
(2020-2021-1)-0203140641-0000650-2,0203140641,0000650,2018010230,,0208402,2020-2021,1,星期二,"第3,4节",,1—16,34
(2020-2021-1)-0203140732-0000830-4,0203140732,0000830,2018010231,,0201408,2020-2021,1,星期二,"第3,4节",,1—16,68
(2020-2021-1)-0203140732-0000830-5,0203140732,0000830,2018010232,,0201408,2020-2021,1,星期二,"第3,4节",,1—16,68
(2020-2021-1)-0202141001-0001406-2,0202141001,0001406,2020010202,,0201413,2020-2021,1,星期二,"第3,4节",,3—18,30
(2020-2021-1)-0202140591-0000665-1,0202140591,0000665,2019010217,,0202504,2020-2021,1,星期二,"第3,4节",,1—16,31
(2020-2021-1)-0202140591-0000086-3,0202140591,0000086,2019010219,,0202501,2020-2021,1,星期二,"第3,4节",,1—16,36
(2020-2021-1)-0202140611-0000089-2,0202140611,0000089,2020010206,,0201311,2020-2021,1,星期二,"第3,4节",,3—18,31
(2020-2021-1)-0101141221-0001049-4,0101141221,0001049,2019010109,,0209527B,2020-2021,1,星期二,"第3,4节",,1—8,58
(2020-2021-1)-0101141221-0001400-5,0101141221,0001400,2018010133,,0201415,2020-2021,1,星期二,"第3,4节",,3—10,35
(2020-2021-1)-0101141221-0000056-11,0101141221,0000056,2020010155,,0203206,2020-2021,1,星期二,"第3,4节",,9—16,41
(2020-2021-1)-0101141221-0000056-12,0101141221,0000948,2020010155,,0203206,2020-2021,1,星期二,"第3,4节",,9—16,41
(2020-2021-1)-0303245911-0000144-6,0303245911,0000144,2019010159,,0212413,2020-2021,1,星期二,"第3,4节",,10—15,8
(2020-2021-1)-0303245931-0000144-6,0303245931,0000144,2018010171,,0212413,2020-2021,1,星期二,"第3,4节",,10—15,9
(2020-2021-1)-0303245851-0000764-6,0303245851,0000764,2019010159,,0212413,2020-2021,1,星期二,"第3,4节",,1—4,8
(2020-2021-1)-0303245871-0000764-6,0303245871,0000764,2018010171,,0212413,2020-2021,1,星期二,"第3,4节",,1—4,9
(2020-2021-1)-0303245432-0000144-6,0303245432,0000144,2019010159,,0212413,2020-2021,1,星期二,"第3,4节",,6—9,8
(2020-2021-1)-0303245442-0000144-6,0303245442,0000144,2018010171,,0212413,2020-2021,1,星期二,"第3,4节",,6—9,9
(2020-2021-1)-0303246111-0000982-6,0303246111,0000982,2019010160,,0212415,2020-2021,1,星期二,"第3,4节",,10—15,9
(2020-2021-1)-0303246131-0000982-6,0303246131,0000982,2018010172,,0212415,2020-2021,1,星期二,"第3,4节",,10—15,7
(2020-2021-1)-0303246051-0002375-6,0303246051,0002375,2019010160,,0212415,2020-2021,1,星期二,"第3,4节",,1—4,9
(2020-2021-1)-0303246071-0002375-6,0303246071,0002375,2018010172,,0212415,2020-2021,1,星期二,"第3,4节",,1—4,7
(2020-2021-1)-0303245542-0000982-11,0303245542,0000982,2018010172,,0212415,2020-2021,1,星期二,"第3,4节",,6—9,7
(2020-2021-1)-0303245542-0000982-12,0303245542,0000982,2019010160,,0212415,2020-2021,1,星期二,"第3,4节",,6—9,9
(2020-2021-1)-0303245711-0000143-6,0303245711,0000143,2019010158,,0212411,2020-2021,1,星期二,"第3,4节",,6—11,9
(2020-2021-1)-0303245731-0000143-6,0303245731,0000143,2018010170,,0212411,2020-2021,1,星期二,"第3,4节",,6—11,9
(2020-2021-1)-0303245651-0001147-6,0303245651,0001147,2019010158,,0212411,2020-2021,1,星期二,"第3,4节",,1—4,9
(2020-2021-1)-0303245671-0001147-6,0303245671,0001147,2018010170,,0212411,2020-2021,1,星期二,"第3,4节",,1—4,9
(2020-2021-1)-0303245332-0000143-6,0303245332,0000143,2019010158,,0212411,2020-2021,1,星期二,"第3,4节",,12—15,9
(2020-2021-1)-0303245342-0000143-6,0303245342,0000143,2018010170,,0212411,2020-2021,1,星期二,"第3,4节",,12—15,9
(2020-2021-1)-1505106020-0000764-6,1505106020,0000764,2017010139,,0203213,2020-2021,1,星期二,"第3,4节",,6—11,41
(2020-2021-1)-1505405003-0000996-11,1505405003,0000996,2017010104,,0210508,2020-2021,1,星期二,"第3,4节",,11—14,33
(2020-2021-1)-1505405003-0000996-12,1505405003,0000996,2017010105,,0202209,2020-2021,1,星期二,"第3,4节",,6—9,35
(2020-2021-1)-1003143221-0000297-1,1003143221,0000297,2018010146,,0200011,2020-2021,1,星期二,"第3,4节",,1—8,40
(2020-2021-1)-0602142071-0002173-1,0602142071,0002173,2019010130,,0208502,2020-2021,1,星期二,"第3,4节",,1—6,47
(2020-2021-1)-0602142071-0000910-1,0602142071,0000910,2019010129,,0208504,2020-2021,1,星期二,"第3,4节",,1—6,49
(2020-2021-1)-1106240042-0000291-1,1106240042,0000291,2019010185,,0200005,2020-2021,1,星期二,"第3,4节",,1—16,30
(2020-2021-1)-1506141121-0000688-2,1506141121,0000688,2018010116,,0203105,2020-2021,1,星期二,"第3,4节",,1—16,45
(2020-2021-1)-0104140081-0001356-3,0104140081,0001356,2019010184,,0209523,2020-2021,1,星期二,"第3,4节",,9—16,54
(2020-2021-1)-1102140021-0000700-1,1102140021,0000700,2020010179,,0202419,2020-2021,1,星期二,"第3,4节",,3—18,57
(2020-2021-1)-1102140021-0000700-2,1102140021,0000700,2020010180,,0202419,2020-2021,1,星期二,"第3,4节",,3—18,57
(2020-2021-1)-1105007007-0000155-6,1105007007,0000155,2017010148,,0210510,2020-2021,1,星期二,"第3,4节",,13—17,38
(2020-2021-1)-1105007007-0001039-6,1105007007,0001039,2017010147,,0210505,2020-2021,1,星期二,"第3,4节",,13—17,37
(2020-2021-1)-0303244151-0000897-6,0303244151,0000897,2018010114,,0208518,2020-2021,1,星期二,"第3,4节",,14—17,29
(2020-2021-1)-1403145051-0000888-1,1403145051,0000888,2020010149,,0201202,2020-2021,1,星期二,"第3,4节",,3—18,137
(2020-2021-1)-1403145051-0000888-2,1403145051,0000888,2020010150,,0201202,2020-2021,1,星期二,"第3,4节",,3—18,137
(2020-2021-1)-1403145051-0000888-3,1403145051,0000888,2020010151,,0201202,2020-2021,1,星期二,"第3,4节",,3—18,137
(2020-2021-1)-0402140081-0001858-1,0402140081,0000452,2018010199,,0201509,2020-2021,1,星期二,"第3,4节",双,1—16,57
(2020-2021-1)-1003141532-0001207-1,1003141532,0001844,2018010149,,0202206,2020-2021,1,星期二,"第3,4节",,1—3,103
(2020-2021-1)-1003141532-0001207-2,1003141532,0001844,2018010150,,0202206,2020-2021,1,星期二,"第3,4节",,1—3,103
(2020-2021-1)-1003141532-0001207-3,1003141532,0001844,2018010151,,0202206,2020-2021,1,星期二,"第3,4节",,1—3,103
(2020-2021-1)-0102140071-0001187-1,0102140071,0001187,2020010126,,0201503,2020-2021,1,星期二,"第3,4节",,3—18,42
(2020-2021-1)-0401140011-0000867-1,0401140011,0000867,2020010183,,0208505,2020-2021,1,星期二,"第3,4节",,3—16,100
(2020-2021-1)-0401140011-0000867-2,0401140011,0000867,2020010194,,0208505,2020-2021,1,星期二,"第3,4节",,3—16,100
(2020-2021-1)-0401140011-0002147-5,0401140011,0002147,2020010200,,0201208,2020-2021,1,星期二,"第3,4节",,3—16,102
(2020-2021-1)-0401140011-0002147-6,0401140011,0002147,2020010212,,0201208,2020-2021,1,星期二,"第3,4节",,3—16,102
(2020-2021-1)-1506145532-0000946-1,1506145532,0002245,2019010154,,0208501,2020-2021,1,星期二,"第3,4节",,1—16,97
(2020-2021-1)-1506145532-0000946-2,1506145532,0002245,2019010155,,0208501,2020-2021,1,星期二,"第3,4节",,1—16,97
(2020-2021-1)-1506145532-0000946-3,1506145532,0000946,2019010154,,0208501,2020-2021,1,星期二,"第3,4节",,1—16,97
(2020-2021-1)-1506145532-0000946-4,1506145532,0000946,2019010155,,0208501,2020-2021,1,星期二,"第3,4节",,1—16,97
(2020-2021-1)-0103143032-0000049-1,0103143032,0002099,2018010129,,0201411,2020-2021,1,星期二,"第3,4节",,1—16,53
(2020-2021-1)-0103143032-0000049-2,0103143032,0000049,2018010129,,0201411,2020-2021,1,星期二,"第3,4节",,1—16,53
(2020-2021-1)-1302141011-0002114-1,1302141011,0002114,2020010161,,0203107,2020-2021,1,星期二,"第3,4节",,3—18,36
(2020-2021-1)-0102140161-0000050-1,0102140161,0000050,2018010128,,0201201,2020-2021,1,星期二,"第3,4节",,1—16,59
(2020-2021-1)-1602140061-0000800-1,1602140061,0000800,2019010113,,0201316,2020-2021,1,星期二,"第3,4节",,1—14,42
(2020-2021-1)-1602140061-0001791-1,1602140061,0001791,2019010114,,0201308,2020-2021,1,星期二,"第3,4节",,1—14,42
(2020-2021-1)-1703141271-0001590-3,1703141271,0001590,2018010221,,0209307,2020-2021,1,星期二,"第3,4节",,2—17,43
(2020-2021-1)-0303240041-0000792-7,0303240041,0000792,2020010109,,0201312,2020-2021,1,星期二,"第3,4节",,3—10,30
(2020-2021-1)-0303240041-0002162-5,0303240041,0002162,2020010159,,0201310,2020-2021,1,星期二,"第3,4节",,3—10,25
(2020-2021-1)-1702141051-0000217-4,1702141051,0002395,2019010204,,0209528A,2020-2021,1,星期二,"第3,4节",,1—16,43
(2020-2021-1)-1705344301-0001914-2,1705344301,0001914,2018010131,,0201416,2020-2021,1,星期二,"第3,4节",,1—16,52
(2020-2021-1)-1702144081-0000355-1,1702144081,0000355,2018010186,,0201519,2020-2021,1,星期二,"第3,4节",,1—14,46
(2020-2021-1)-0502140041-0000860-4,0502140041,0000860,2020010187,,0209312,2020-2021,1,星期二,"第3,4节",,3—6,55
(2020-2021-1)-1505206003-0000155-6,1505206003,0000155,2017010147,,0210505,2020-2021,1,星期二,"第3,4节",,9—12,37
(2020-2021-1)-1505206003-0001195-6,1505206003,0001195,2017010148,,0210507,2020-2021,1,星期二,"第3,4节",,9—12,38
(2020-2021-1)-1503140091-0000308-2,1503140091,0000308,2019010225,,0209525A,2020-2021,1,星期二,"第3,4节",,1—16,50
(2020-2021-1)-1206140162-0000606-1,1206140162,0000606,2020010102,,0201212,2020-2021,1,星期二,"第5,6节",,3—10,50
(2020-2021-1)-0806143003-0000229-1,0806143003,0000229,2020010106,,0203209,2020-2021,1,星期二,"第5,6节",,3—12,39
(2020-2021-1)-0702140021-0002043-1,0702140021,0002043,2020010165,,0209521,2020-2021,1,星期二,"第5,6节",,3—14,60
(2020-2021-1)-0806140162-0000226-1,0806140162,0000226,2018010108,,0201408,2020-2021,1,星期二,"第5,6节",,1—7,65
(2020-2021-1)-0806140162-0000226-2,0806140162,0000226,2018010109,,0201408,2020-2021,1,星期二,"第5,6节",,1—7,65
(2020-2021-1)-1513005110-0001259-1,1513005110,0001259,2018010196,,0201421,2020-2021,1,星期二,"第5,6节",,1—8,140
(2020-2021-1)-1513005110-0001259-2,1513005110,0001259,2018010197,,0201421,2020-2021,1,星期二,"第5,6节",,1—8,140
(2020-2021-1)-1513005110-0001259-3,1513005110,0001259,2018010198,,0201421,2020-2021,1,星期二,"第5,6节",,1—8,140
(2020-2021-1)-0606143081-0001127-1,0606143081,0001127,2018010115,,0201508,2020-2021,1,星期二,"第5,6节",,1—10,35
(2020-2021-1)-1505006923-0000940-7,1505006923,0000940,2017010147,,0210505,2020-2021,1,星期二,"第5,6节",,1—2,36
(2020-2021-1)-1505006923-0000614-7,1505006923,0000614,2017010148,,0210507,2020-2021,1,星期二,"第5,6节",,1—2,38
(2020-2021-1)-1503140131-0000125-1,1503140131,0000125,2018010116,,0201403,2020-2021,1,星期二,"第5,6节",双,1—16,88
(2020-2021-1)-1503140131-0000125-2,1503140131,0000125,2018010117,,0201403,2020-2021,1,星期二,"第5,6节",双,1—16,88
(2020-2021-1)-1505206010-0000614-19,1505206010,0000614,2017010147,,0210505,2020-2021,1,星期二,"第5,6节",单,3—3,37
(2020-2021-1)-1505206010-0001039-19,1505206010,0001039,2017010148,,0210508,2020-2021,1,星期二,"第5,6节",单,3—3,38
(2020-2021-1)-1505206010-0000614-20,1505206010,0000614,2017010147,,0210505,2020-2021,1,星期二,"第5,6节",单,5—6,37
(2020-2021-1)-1505206010-0001039-20,1505206010,0001039,2017010148,,0210508,2020-2021,1,星期二,"第5,6节",单,5—6,38
(2020-2021-1)-1505206010-0000614-21,1505206010,0000614,2017010147,,0210505,2020-2021,1,星期二,"第5,6节",单,3—6,37
(2020-2021-1)-1505206010-0001039-21,1505206010,0001039,2017010148,,0210508,2020-2021,1,星期二,"第5,6节",单,3—6,38
(2020-2021-1)-0705145061-0002304-2,0705145061,0002304,2018010227,,0203101,2020-2021,1,星期二,"第5,6节",,1—8,58
(2020-2021-1)-1901140021-0001935-5,1901140021,0001935,2019010178,,0208405,2020-2021,1,星期二,"第5,6节",,1—8,96
(2020-2021-1)-1901140021-0001935-6,1901140021,0001935,2019010179,,0208405,2020-2021,1,星期二,"第5,6节",,1—8,96
(2020-2021-1)-1901140021-0001935-7,1901140021,0001935,2019010180,,0208405,2020-2021,1,星期二,"第5,6节",,1—8,96
(2020-2021-1)-0900140062-0001830-2,0900140062,0001830,2020010169,,0212216,2020-2021,1,星期二,"第5,6节",,3—13,41
(2020-2021-1)-0603142051-0001071-3,0603142051,0001071,2018010134,,0201411,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-0603142051-0001071-4,0603142051,0002174,2018010134,,0201411,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-0701140011-0001859-1,0701140011,0001859,2020010107,,0203202,2020-2021,1,星期二,"第5,6节",,3—14,33
(2020-2021-1)-0701140011-0002141-2,0701140011,0002141,2020010131,,0203210,2020-2021,1,星期二,"第5,6节",,3—14,40
(2020-2021-1)-0701140011-0000204-5,0701140011,0000204,2020010197,,0203411,2020-2021,1,星期二,"第5,6节",,4—15,47
(2020-2021-1)-0701140011-0000630-3,0701140011,0002399,2020010186,,0203412,2020-2021,1,星期二,"第5,6节",,4—15,50
(2020-2021-1)-1101240031-0002116-6,1101240031,0002116,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0002116-7,1101240031,0002116,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0002116-8,1101240031,0002116,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0002116-9,1101240031,0002116,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0002116-10,1101240031,0002116,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0002116-11,1101240031,0002116,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000278-23,1101240031,0000278,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000278-24,1101240031,0000278,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000278-25,1101240031,0000278,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000278-26,1101240031,0000278,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000278-27,1101240031,0000278,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000278-28,1101240031,0000278,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001050-6,1101240031,0001050,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,20
(2020-2021-1)-1101240031-0001050-7,1101240031,0001050,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,20
(2020-2021-1)-1101240031-0001050-8,1101240031,0001050,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,20
(2020-2021-1)-1101240031-0001050-9,1101240031,0001050,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,20
(2020-2021-1)-1101240031-0001050-10,1101240031,0001050,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,20
(2020-2021-1)-1101240031-0001050-11,1101240031,0001050,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,20
(2020-2021-1)-1101240031-0000680-23,1101240031,0000680,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000680-24,1101240031,0000680,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000680-25,1101240031,0000680,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000680-26,1101240031,0000680,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000680-27,1101240031,0000680,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000680-28,1101240031,0000680,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000487-6,1101240031,0000487,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000487-7,1101240031,0000487,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000487-8,1101240031,0000487,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000487-9,1101240031,0000487,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000487-10,1101240031,0000487,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000487-11,1101240031,0000487,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000294-1,1101240031,0000294,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,21
(2020-2021-1)-1101240031-0000294-2,1101240031,0000294,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,21
(2020-2021-1)-1101240031-0000294-3,1101240031,0000294,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,21
(2020-2021-1)-1101240031-0000294-4,1101240031,0000294,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,21
(2020-2021-1)-1101240031-0000294-5,1101240031,0000294,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,21
(2020-2021-1)-1101240031-0000294-6,1101240031,0000294,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,21
(2020-2021-1)-1101240031-0000879-23,1101240031,0000879,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000879-24,1101240031,0000879,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000879-25,1101240031,0000879,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000879-26,1101240031,0000879,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000879-27,1101240031,0000879,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0000879-28,1101240031,0000879,2019010191,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001083-6,1101240031,0001083,2019010105,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001083-7,1101240031,0001083,2019010106,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001083-8,1101240031,0001083,2019010103,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001083-9,1101240031,0001083,2019010189,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
(2020-2021-1)-1101240031-0001083-10,1101240031,0001083,2019010190,,0203412,2020-2021,1,星期二,"第5,6节",,1—16,31
